time,command,response,temperature
0.000000,0.000000,-0.003000,21.659456
0.010000,0.000000,-0.001900,21.665243
0.020000,0.000000,-0.000820,21.671033
0.030000,0.000000,0.000218,21.676824
0.040000,0.000000,0.001195,21.682618
0.050000,0.000000,0.002092,21.688415
0.060000,0.000000,0.002893,21.694213
0.070000,0.000000,0.003581,21.700014
0.080000,0.000000,0.004144,21.705817
0.090000,0.000000,0.004571,21.711622
0.100000,0.000000,0.004855,21.717429
0.110000,0.000000,0.004989,21.723239
0.120000,0.000000,0.004971,21.729051
0.130000,0.000000,0.004802,21.734865
0.140000,0.000000,0.004484,21.740682
0.150000,0.000000,0.004024,21.746501
0.160000,0.000000,0.003430,21.752322
0.170000,0.000000,0.002714,21.758146
0.180000,0.000000,0.001890,21.763972
0.190000,0.000000,0.000972,21.769800
0.200000,0.000000,-0.000021,21.775631
0.210000,0.000000,-0.001070,21.781464
0.220000,0.000000,-0.002157,21.787300
0.230000,0.000000,-0.003259,21.793138
0.240000,0.000000,-0.004357,21.798978
0.250000,0.000000,-0.005428,21.804821
0.260000,0.000000,-0.006454,21.810667
0.270000,0.000000,-0.007414,21.816514
0.280000,0.000000,-0.008290,21.822364
0.290000,0.000000,-0.009065,21.828217
0.300000,0.000000,-0.009725,21.834072
0.310000,0.000000,-0.010257,21.839930
0.320000,0.000000,-0.010651,21.845790
0.330000,0.000000,-0.010900,21.851653
0.340000,0.000000,-0.010998,21.857518
0.350000,0.000000,-0.010945,21.863385
0.360000,0.000000,-0.010740,21.869255
0.370000,0.000000,-0.010388,21.875128
0.380000,0.000000,-0.009896,21.881003
0.390000,0.000000,-0.009273,21.886881
0.400000,0.000000,-0.008530,21.892761
0.410000,0.000000,-0.007682,21.898644
0.420000,0.000000,-0.006745,21.904530
0.430000,0.000000,-0.005737,21.910418
0.440000,0.000000,-0.004677,21.916308
0.450000,0.000000,-0.003585,21.922201
0.460000,0.000000,-0.002482,21.928097
0.470000,0.000000,-0.001389,21.933996
0.480000,0.000000,-0.000326,21.939897
0.490000,0.000000,0.000686,21.945800
0.500000,0.000000,0.001628,21.951707
0.510000,0.000000,0.002481,21.957616
0.520000,0.000000,0.003231,21.963527
0.530000,0.000000,0.003862,21.969441
0.540000,0.000000,0.004362,21.975358
0.550000,0.000000,0.004723,21.981278
0.560000,0.000000,0.004937,21.987200
0.570000,0.000000,0.004999,21.993125
0.580000,0.000000,0.004910,21.999053
0.590000,0.000000,0.004670,22.004983
0.600000,0.000000,0.004285,22.010916
0.610000,0.000000,0.003761,22.016852
0.620000,0.000000,0.003108,22.022790
0.630000,0.000000,0.002340,22.028731
0.640000,0.000000,0.001469,22.034675
0.650000,0.000000,0.000514,22.040622
0.660000,0.000000,-0.000508,22.046571
0.670000,0.000000,-0.001577,22.052523
0.680000,0.000000,-0.002674,22.058478
0.690000,0.000000,-0.003777,22.064435
0.700000,0.000000,-0.004864,22.070395
0.710000,0.000000,-0.005917,22.076358
0.720000,0.000000,-0.006914,22.082324
0.730000,0.000000,-0.007837,22.088293
0.740000,0.000000,-0.008667,22.094264
0.750000,0.000000,-0.009390,22.100238
0.760000,0.000000,-0.009991,22.106215
0.770000,0.000000,-0.010460,22.112195
0.780000,0.000000,-0.010786,22.118177
0.790000,0.000000,-0.010965,22.124162
0.800000,0.000000,-0.010992,22.130150
0.810000,0.000000,-0.010867,22.136141
0.820000,0.000000,-0.010593,22.142135
0.830000,0.000000,-0.010174,22.148131
0.840000,0.000000,-0.009619,22.154131
0.850000,0.000000,-0.008938,22.160133
0.860000,0.000000,-0.008144,22.166138
0.870000,0.000000,-0.007252,22.172146
0.880000,0.000000,-0.006279,22.178156
0.890000,0.000000,-0.005244,22.184170
0.900000,0.000000,-0.004167,22.190186
0.910000,0.000000,-0.003067,22.196205
0.920000,0.000000,-0.001966,22.202227
0.930000,0.000000,-0.000884,22.208252
0.940000,0.000000,0.000157,22.214279
0.950000,0.000000,0.001138,22.220310
0.960000,0.000000,0.002040,22.226343
0.970000,0.000000,0.002847,22.232379
0.980000,0.000000,0.003543,22.238418
0.990000,0.000000,0.004114,22.244460
1.000000,1.000000,0.004550,22.250505
1.010000,1.001600,0.004842,22.256552
1.020000,1.003200,0.004985,22.262603
1.030000,1.004800,0.004976,22.268656
1.040000,1.006399,0.004816,22.274712
1.050000,1.007998,0.004507,22.280771
1.060000,1.009596,0.004056,22.286833
1.070000,1.011194,0.003470,22.292898
1.080000,1.012791,0.002761,22.298966
1.090000,1.014388,0.001943,22.305036
1.100000,1.015983,0.007063,22.311110
1.110000,1.017577,0.013585,22.317186
1.120000,1.019171,0.020017,22.323265
1.130000,1.020763,0.026378,22.329347
1.140000,1.022353,0.032689,22.335432
1.150000,1.023942,0.038971,22.341520
1.160000,1.025530,0.045245,22.347611
1.170000,1.027116,0.051532,22.353704
1.180000,1.028701,0.057851,22.359801
1.190000,1.030283,0.064222,22.365900
1.200000,1.031864,0.070660,22.372002
1.210000,1.033442,0.077181,22.378107
1.220000,1.035019,0.083797,22.384215
1.230000,1.036593,0.090519,22.390326
1.240000,1.038165,0.097356,22.396440
1.250000,1.039734,0.104311,22.402557
1.260000,1.041301,0.111387,22.408676
1.270000,1.042865,0.118583,22.414798
1.280000,1.044426,0.125895,22.420924
1.290000,1.045985,0.133318,22.427052
1.300000,1.047541,0.140842,22.433183
1.310000,1.049093,0.148455,22.439317
1.320000,1.050643,0.156144,22.445453
1.330000,1.052189,0.163893,22.451593
1.340000,1.053732,0.171683,22.457735
1.350000,1.055271,0.179497,22.463881
1.360000,1.056807,0.187314,22.470029
1.370000,1.058339,0.195112,22.476180
1.380000,1.059868,0.202873,22.482334
1.390000,1.061393,0.210574,22.488491
1.400000,1.062913,0.218196,22.494650
1.410000,1.064430,0.225718,22.500813
1.420000,1.065943,0.233125,22.506978
1.430000,1.067451,0.240398,22.513147
1.440000,1.068955,0.247524,22.519318
1.450000,1.070455,0.254491,22.525492
1.460000,1.071950,0.261289,22.531668
1.470000,1.073441,0.267912,22.537848
1.480000,1.074926,0.274354,22.544030
1.490000,1.076407,0.280615,22.550216
1.500000,1.077884,0.286696,22.556404
1.510000,1.079355,0.292602,22.562595
1.520000,1.080821,0.298339,22.568788
1.530000,1.082282,0.303919,22.574985
1.540000,1.083738,0.309352,22.581184
1.550000,1.085188,0.314655,22.587387
1.560000,1.086633,0.319842,22.593592
1.570000,1.088072,0.324933,22.599800
1.580000,1.089506,0.329946,22.606010
1.590000,1.090934,0.334902,22.612224
1.600000,1.092356,0.339822,22.618440
1.610000,1.093772,0.344727,22.624659
1.620000,1.095182,0.349638,22.630881
1.630000,1.096586,0.354574,22.637105
1.640000,1.097984,0.359555,22.643333
1.650000,1.099376,0.364599,22.649563
1.660000,1.100761,0.369721,22.655796
1.670000,1.102140,0.374935,22.662032
1.680000,1.103513,0.380254,22.668270
1.690000,1.104878,0.385685,22.674511
1.700000,1.106237,0.391236,22.680755
1.710000,1.107589,0.396909,22.687002
1.720000,1.108935,0.402707,22.693251
1.730000,1.110273,0.408626,22.699504
1.740000,1.111604,0.414661,22.705758
