time,command,response,temperature
0.000000,0.000000,0.009000,22.057647
0.010000,0.000000,0.010211,22.064508
0.020000,0.000000,0.011395,22.071370
0.030000,0.000000,0.012523,22.078233
0.040000,0.000000,0.013570,22.085097
0.050000,0.000000,0.014511,22.091961
0.060000,0.000000,0.015326,22.098826
0.070000,0.000000,0.015994,22.105692
0.080000,0.000000,0.016502,22.112558
0.090000,0.000000,0.016836,22.119425
0.100000,0.000000,0.016990,22.126293
0.110000,0.000000,0.016959,22.133161
0.120000,0.000000,0.016745,22.140030
0.130000,0.000000,0.016352,22.146900
0.140000,0.000000,0.015790,22.153770
0.150000,0.000000,0.015071,22.160641
0.160000,0.000000,0.014212,22.167512
0.170000,0.000000,0.013233,22.174384
0.180000,0.000000,0.012157,22.181257
0.190000,0.000000,0.011007,22.188130
0.200000,0.000000,0.009811,22.195003
0.210000,0.000000,0.008597,22.201877
0.220000,0.000000,0.007392,22.208751
0.230000,0.000000,0.006224,22.215626
0.240000,0.000000,0.005120,22.222501
0.250000,0.000000,0.004105,22.229377
0.260000,0.000000,0.003203,22.236253
0.270000,0.000000,0.002435,22.243129
0.280000,0.000000,0.001819,22.250006
0.290000,0.000000,0.001368,22.256883
0.300000,0.000000,0.001093,22.263760
0.310000,0.000000,0.001000,22.270637
0.320000,0.000000,0.001092,22.277515
0.330000,0.000000,0.001366,22.284393
0.340000,0.000000,0.001816,22.291272
0.350000,0.000000,0.002432,22.298150
0.360000,0.000000,0.003199,22.305029
0.370000,0.000000,0.004100,22.311908
0.380000,0.000000,0.005114,22.318787
0.390000,0.000000,0.006218,22.325667
0.400000,0.000000,0.007386,22.332546
0.410000,0.000000,0.008591,22.339426
0.420000,0.000000,0.009805,22.346306
0.430000,0.000000,0.011001,22.353185
0.440000,0.000000,0.012151,22.360065
0.450000,0.000000,0.013228,22.366945
0.460000,0.000000,0.014207,22.373825
0.470000,0.000000,0.015067,22.380705
0.480000,0.000000,0.015787,22.387585
0.490000,0.000000,0.016350,22.394465
0.500000,0.000000,0.016743,22.401345
0.510000,0.000000,0.016958,22.408225
0.520000,0.000000,0.016990,22.415105
0.530000,0.000000,0.016837,22.421985
0.540000,0.000000,0.016504,22.428864
0.550000,0.000000,0.015997,22.435744
0.560000,0.000000,0.015330,22.442623
0.570000,0.000000,0.014516,22.449502
0.580000,0.000000,0.013575,22.456382
0.590000,0.000000,0.012528,22.463260
0.600000,0.000000,0.011401,22.470139
0.610000,0.000000,0.010217,22.477018
0.620000,0.000000,0.009006,22.483896
0.630000,0.000000,0.007795,22.490774
0.640000,0.000000,0.006611,22.497652
0.650000,0.000000,0.005483,22.504529
0.660000,0.000000,0.004435,22.511406
0.670000,0.000000,0.003493,22.518283
0.680000,0.000000,0.002678,22.525159
0.690000,0.000000,0.002009,22.532035
0.700000,0.000000,0.001500,22.538911
0.710000,0.000000,0.001165,22.545786
0.720000,0.000000,0.001011,22.552661
0.730000,0.000000,0.001040,22.559536
0.740000,0.000000,0.001254,22.566410
0.750000,0.000000,0.001645,22.573283
0.760000,0.000000,0.002207,22.580156
0.770000,0.000000,0.002925,22.587029
0.780000,0.000000,0.003783,22.593901
0.790000,0.000000,0.004762,22.600773
0.800000,0.000000,0.005838,22.607644
0.810000,0.000000,0.006987,22.614514
0.820000,0.000000,0.008182,22.621384
0.830000,0.000000,0.009397,22.628253
0.840000,0.000000,0.010602,22.635122
0.850000,0.000000,0.011770,22.641990
0.860000,0.000000,0.012875,22.648857
0.870000,0.000000,0.013890,22.655724
0.880000,0.000000,0.014792,22.662590
0.890000,0.000000,0.015561,22.669455
0.900000,0.000000,0.016178,22.676320
0.910000,0.000000,0.016630,22.683184
0.920000,0.000000,0.016906,22.690047
0.930000,0.000000,0.017000,22.696909
0.940000,0.000000,0.016909,22.703771
0.950000,0.000000,0.016636,22.710632
0.960000,0.000000,0.016187,22.717492
0.970000,0.000000,0.015572,22.724351
0.980000,0.000000,0.014805,22.731209
0.990000,0.000000,0.013905,22.738067
1.000000,1.000000,0.012891,22.744923
1.010000,1.001600,0.011788,22.751779
1.020000,1.003200,0.010620,22.758634
1.030000,1.004800,0.009416,22.765488
1.040000,1.006399,0.008201,22.772340
1.050000,1.007998,0.007005,22.779192
1.060000,1.009596,0.005855,22.786043
1.070000,1.011194,0.004777,22.792893
1.080000,1.012791,0.003797,22.799742
1.090000,1.014388,0.002937,22.806590
1.100000,1.015983,0.002217,22.813437
1.110000,1.017577,0.003372,22.820283
1.120000,1.019171,0.011545,22.827127
1.130000,1.020763,0.019854,22.833971
1.140000,1.022353,0.028303,22.840813
1.150000,1.023942,0.036893,22.847655
1.160000,1.025530,0.045621,22.854495
1.170000,1.027116,0.054479,22.861334
1.180000,1.028701,0.063456,22.868172
1.190000,1.030283,0.072538,22.875009
1.200000,1.031864,0.081704,22.881844
1.210000,1.033442,0.090935,22.888679
1.220000,1.035019,0.100205,22.895512
1.230000,1.036593,0.109490,22.902344
1.240000,1.038165,0.118761,22.909174
1.250000,1.039734,0.127992,22.916004
1.260000,1.041301,0.137155,22.922832
1.270000,1.042865,0.146222,22.929658
1.280000,1.044426,0.155168,22.936484
1.290000,1.045985,0.163968,22.943308
1.300000,1.047541,0.172602,22.950130
1.310000,1.049093,0.181050,22.956952
1.320000,1.050643,0.189297,22.963771
1.330000,1.052189,0.197332,22.970590
1.340000,1.053732,0.205147,22.977407
1.350000,1.055271,0.212739,22.984223
1.360000,1.056807,0.220107,22.991037
1.370000,1.058339,0.227259,22.997850
1.380000,1.059868,0.234202,23.004661
1.390000,1.061393,0.240950,23.011471
1.400000,1.062913,0.247519,23.018279
1.410000,1.064430,0.253930,23.025086
1.420000,1.065943,0.260204,23.031891
1.430000,1.067451,0.266368,23.038694
1.440000,1.068955,0.272447,23.045496
1.450000,1.070455,0.278469,23.052297
1.460000,1.071950,0.284463,23.059096
1.470000,1.073441,0.290457,23.065893
1.480000,1.074926,0.296476,23.072689
1.490000,1.076407,0.302548,23.079483
1.500000,1.077884,0.308695,23.086275
1.510000,1.079355,0.314939,23.093066
1.520000,1.080821,0.321297,23.099855
1.530000,1.082282,0.327784,23.106642
1.540000,1.083738,0.334410,23.113428
1.550000,1.085188,0.341182,23.120212
1.560000,1.086633,0.348102,23.126994
1.570000,1.088072,0.355168,23.133774
1.580000,1.089506,0.362375,23.140553
1.590000,1.090934,0.369710,23.147330
1.600000,1.092356,0.377162,23.154105
1.610000,1.093772,0.384711,23.160878
1.620000,1.095182,0.392338,23.167650
1.630000,1.096586,0.400019,23.174419
1.640000,1.097984,0.407729,23.181187
1.650000,1.099376,0.415441,23.187953
1.660000,1.100761,0.423127,23.194717
1.670000,1.102140,0.430759,23.201479
1.680000,1.103513,0.438311,23.208240
1.690000,1.104878,0.445755,23.214998
1.700000,1.106237,0.453066,23.221755
1.710000,1.107589,0.460223,23.228509
1.720000,1.108935,0.467205,23.235262
1.730000,1.110273,0.473995,23.242012
1.740000,1.111604,0.480582,23.248761
1.750000,1.112928,0.486955,23.255508
1.760000,1.114245,0.493111,23.262252
1.770000,1.115555,0.499047,23.268995
1.780000,1.116857,0.504768,23.275736
1.790000,1.118152,0.510282,23.282474
1.800000,1.119439,0.515600,23.289211
1.810000,1.120719,0.520737,23.295945
1.820000,1.121990,0.525713,23.302678
1.830000,1.123254,0.530549,23.309408
1.840000,1.124510,0.535269,23.316136
1.850000,1.125759,0.539900,23.322862
1.860000,1.126999,0.544468,23.329586
1.870000,1.128231,0.549002,23.336308
1.880000,1.129454,0.553529,23.343028
1.890000,1.130670,0.558078,23.349745
1.900000,1.131877,0.562674,23.356461
1.910000,1.133076,0.567341,23.363174
1.920000,1.134266,0.572101,23.369885
1.930000,1.135447,0.576973,23.376594
1.940000,1.136620,0.581973,23.383301
1.950000,1.137784,0.587113,23.390005
1.960000,1.138940,0.592399,23.396707
1.970000,1.140086,0.597837,23.403407
1.980000,1.141223,0.603425,23.410105
1.990000,1.142352,0.609158,23.416800
2.000000,1.143471,0.615028,23.423493
2.010000,1.144581,0.621021,23.430184
2.020000,1.145682,0.627122,23.436873
2.030000,1.146774,0.633310,23.443559
2.040000,1.147856,0.639563,23.450243
2.050000,1.148929,0.645857,23.456925
