time,command,response,temperature
0.000000,0.000000,0.015000,22.312559
0.010000,0.000000,0.016267,22.319470
0.020000,0.000000,0.017501,22.326379
0.030000,0.000000,0.018673,22.333286
0.040000,0.000000,0.019752,22.340191
0.050000,0.000000,0.020711,22.347094
0.060000,0.000000,0.021526,22.353996
0.070000,0.000000,0.022176,22.360895
0.080000,0.000000,0.022646,22.367792
0.090000,0.000000,0.022922,22.374688
0.100000,0.000000,0.022999,22.381581
0.110000,0.000000,0.022873,22.388472
0.120000,0.000000,0.022549,22.395361
0.130000,0.000000,0.022035,22.402249
0.140000,0.000000,0.021343,22.409134
0.150000,0.000000,0.020492,22.416017
0.160000,0.000000,0.019501,22.422898
0.170000,0.000000,0.018397,22.429777
0.180000,0.000000,0.017208,22.436654
0.190000,0.000000,0.015962,22.443528
0.200000,0.000000,0.014693,22.450401
0.210000,0.000000,0.013431,22.457272
0.220000,0.000000,0.012209,22.464140
0.230000,0.000000,0.011057,22.471006
0.240000,0.000000,0.010005,22.477870
0.250000,0.000000,0.009078,22.484732
0.260000,0.000000,0.008301,22.491591
0.270000,0.000000,0.007693,22.498449
0.280000,0.000000,0.007270,22.505304
0.290000,0.000000,0.007041,22.512157
0.300000,0.000000,0.007013,22.519007
0.310000,0.000000,0.007187,22.525856
0.320000,0.000000,0.007558,22.532702
0.330000,0.000000,0.008116,22.539546
0.340000,0.000000,0.008848,22.546388
0.350000,0.000000,0.009736,22.553227
0.360000,0.000000,0.010756,22.560064
0.370000,0.000000,0.011883,22.566899
0.380000,0.000000,0.013089,22.573731
0.390000,0.000000,0.014343,22.580561
0.400000,0.000000,0.015614,22.587389
0.410000,0.000000,0.016869,22.594214
0.420000,0.000000,0.018077,22.601037
0.430000,0.000000,0.019207,22.607858
0.440000,0.000000,0.020232,22.614676
0.450000,0.000000,0.021124,22.621492
0.460000,0.000000,0.021862,22.628305
0.470000,0.000000,0.022426,22.635116
0.480000,0.000000,0.022804,22.641925
0.490000,0.000000,0.022984,22.648731
0.500000,0.000000,0.022963,22.655535
0.510000,0.000000,0.022741,22.662336
0.520000,0.000000,0.022324,22.669135
0.530000,0.000000,0.021722,22.675931
0.540000,0.000000,0.020951,22.682725
0.550000,0.000000,0.020029,22.689517
0.560000,0.000000,0.018980,22.696306
0.570000,0.000000,0.017832,22.703092
0.580000,0.000000,0.016611,22.709876
0.590000,0.000000,0.015350,22.716657
0.600000,0.000000,0.014080,22.723436
0.610000,0.000000,0.012834,22.730212
0.620000,0.000000,0.011642,22.736986
0.630000,0.000000,0.010534,22.743757
0.640000,0.000000,0.009540,22.750526
0.650000,0.000000,0.008683,22.757292
0.660000,0.000000,0.007985,22.764056
0.670000,0.000000,0.007465,22.770817
0.680000,0.000000,0.007134,22.777575
0.690000,0.000000,0.007002,22.784331
0.700000,0.000000,0.007072,22.791084
0.710000,0.000000,0.007342,22.797834
0.720000,0.000000,0.007805,22.804582
0.730000,0.000000,0.008449,22.811328
0.740000,0.000000,0.009259,22.818070
0.750000,0.000000,0.010214,22.824810
0.760000,0.000000,0.011289,22.831548
0.770000,0.000000,0.012458,22.838282
0.780000,0.000000,0.013691,22.845014
0.790000,0.000000,0.014957,22.851744
0.800000,0.000000,0.016224,22.858470
0.810000,0.000000,0.017460,22.865194
0.820000,0.000000,0.018635,22.871916
0.830000,0.000000,0.019717,22.878634
0.840000,0.000000,0.020681,22.885350
0.850000,0.000000,0.021501,22.892064
0.860000,0.000000,0.022157,22.898774
0.870000,0.000000,0.022633,22.905482
0.880000,0.000000,0.022916,22.912187
0.890000,0.000000,0.022999,22.918889
0.900000,0.000000,0.022881,22.925589
0.910000,0.000000,0.022564,22.932286
0.920000,0.000000,0.022056,22.938980
0.930000,0.000000,0.021369,22.945671
0.940000,0.000000,0.020523,22.952360
0.950000,0.000000,0.019537,22.959046
0.960000,0.000000,0.018436,22.965729
0.970000,0.000000,0.017249,22.972409
0.980000,0.000000,0.016005,22.979087
0.990000,0.000000,0.014736,22.985762
1.000000,1.000000,0.013473,22.992434
1.010000,1.001600,0.012249,22.999103
1.020000,1.003200,0.011094,23.005769
1.030000,1.004800,0.010038,23.012433
1.040000,1.006399,0.009107,23.019094
1.050000,1.007998,0.008325,23.025752
1.060000,1.009596,0.007711,23.032407
1.070000,1.011194,0.007281,23.039059
1.080000,1.012791,0.007046,23.045709
1.090000,1.014388,0.007011,23.052356
1.100000,1.015983,0.007178,23.059000
1.110000,1.017577,0.007542,23.065641
1.120000,1.019171,0.011748,23.072279
1.130000,1.020763,0.021573,23.078914
1.140000,1.022353,0.031504,23.085547
1.150000,1.023942,0.041520,23.092177
1.160000,1.025530,0.051595,23.098804
1.170000,1.027116,0.061701,23.105428
1.180000,1.028701,0.071808,23.112049
1.190000,1.030283,0.081885,23.118667
1.200000,1.031864,0.091900,23.125283
1.210000,1.033442,0.101821,23.131896
1.220000,1.035019,0.111618,23.138506
1.230000,1.036593,0.121264,23.145113
1.240000,1.038165,0.130731,23.151717
1.250000,1.039734,0.139998,23.158318
1.260000,1.041301,0.149046,23.164916
1.270000,1.042865,0.157862,23.171512
1.280000,1.044426,0.166435,23.178104
1.290000,1.045985,0.174761,23.184694
1.300000,1.047541,0.182841,23.191281
1.310000,1.049093,0.190681,23.197865
1.320000,1.050643,0.198290,23.204446
1.330000,1.052189,0.205685,23.211025
1.340000,1.053732,0.212884,23.217600
1.350000,1.055271,0.219912,23.224173
1.360000,1.056807,0.226794,23.230742
1.370000,1.058339,0.233560,23.237309
1.380000,1.059868,0.240240,23.243873
1.390000,1.061393,0.246868,23.250434
1.400000,1.062913,0.253474,23.256992
1.410000,1.064430,0.260091,23.263547
1.420000,1.065943,0.266749,23.270100
1.430000,1.067451,0.273475,23.276649
1.440000,1.068955,0.280297,23.283196
1.450000,1.070455,0.287234,23.289740
1.460000,1.071950,0.294306,23.296281
1.470000,1.073441,0.301526,23.302819
1.480000,1.074926,0.308903,23.309354
1.490000,1.076407,0.316439,23.315886
1.500000,1.077884,0.324134,23.322415
1.510000,1.079355,0.331981,23.328942
1.520000,1.080821,0.339969,23.335465
1.530000,1.082282,0.348082,23.341986
1.540000,1.083738,0.356300,23.348504
1.550000,1.085188,0.364598,23.355019
1.560000,1.086633,0.372951,23.361531
1.570000,1.088072,0.381328,23.368040
1.580000,1.089506,0.389699,23.374547
1.590000,1.090934,0.398032,23.381050
1.600000,1.092356,0.406295,23.387551
1.610000,1.093772,0.414458,23.394049
1.620000,1.095182,0.422490,23.400544
1.630000,1.096586,0.430364,23.407036
1.640000,1.097984,0.438056,23.413525
1.650000,1.099376,0.445545,23.420011
1.660000,1.100761,0.452815,23.426495
1.670000,1.102140,0.459854,23.432975
1.680000,1.103513,0.466654,23.439453
1.690000,1.104878,0.473213,23.445928
1.700000,1.106237,0.479534,23.452400
1.710000,1.107589,0.485626,23.458869
1.720000,1.108935,0.491501,23.465336
1.730000,1.110273,0.497175,23.471799
1.740000,1.111604,0.502672,23.478260
1.750000,1.112928,0.508015,23.484718
1.760000,1.114245,0.513232,23.491173
1.770000,1.115555,0.518353,23.497625
1.780000,1.116857,0.523410,23.504075
1.790000,1.118152,0.528434,23.510521
1.800000,1.119439,0.533458,23.516965
1.810000,1.120719,0.538513,23.523406
1.820000,1.121990,0.543629,23.529845
1.830000,1.123254,0.548830,23.536280
1.840000,1.124510,0.554143,23.542713
1.850000,1.125759,0.559586,23.549142
1.860000,1.126999,0.565175,23.555570
1.870000,1.128231,0.570922,23.561994
1.880000,1.129454,0.576832,23.568415
