time,command,response,temperature
0.000000,0.000000,-0.009000,21.551290
0.010000,0.000000,-0.007955,21.556764
0.020000,0.000000,-0.006928,21.562238
0.030000,0.000000,-0.005936,21.567712
0.040000,0.000000,-0.004997,21.573186
0.050000,0.000000,-0.004127,21.578659
0.060000,0.000000,-0.003340,21.584132
0.070000,0.000000,-0.002650,21.589604
0.080000,0.000000,-0.002069,21.595076
0.090000,0.000000,-0.001606,21.600548
0.100000,0.000000,-0.001271,21.606020
0.110000,0.000000,-0.001067,21.611492
0.120000,0.000000,-0.001000,21.616963
0.130000,0.000000,-0.001070,21.622434
0.140000,0.000000,-0.001276,21.627905
0.150000,0.000000,-0.001614,21.633376
0.160000,0.000000,-0.002078,21.638846
0.170000,0.000000,-0.002661,21.644317
0.180000,0.000000,-0.003353,21.649787
0.190000,0.000000,-0.004142,21.655257
0.200000,0.000000,-0.005014,21.660727
0.210000,0.000000,-0.005954,21.666197
0.220000,0.000000,-0.006947,21.671667
0.230000,0.000000,-0.007974,21.677137
0.240000,0.000000,-0.009019,21.682607
0.250000,0.000000,-0.010064,21.688077
0.260000,0.000000,-0.011091,21.693547
0.270000,0.000000,-0.012081,21.699018
0.280000,0.000000,-0.013019,21.704488
0.290000,0.000000,-0.013889,21.709958
0.300000,0.000000,-0.014674,21.715428
0.310000,0.000000,-0.015362,21.720899
0.320000,0.000000,-0.015941,21.726369
0.330000,0.000000,-0.016401,21.731840
0.340000,0.000000,-0.016734,21.737311
0.350000,0.000000,-0.016935,21.742782
0.360000,0.000000,-0.017000,21.748253
0.370000,0.000000,-0.016928,21.753724
0.380000,0.000000,-0.016719,21.759196
0.390000,0.000000,-0.016379,21.764668
0.400000,0.000000,-0.015912,21.770140
0.410000,0.000000,-0.015327,21.775613
0.420000,0.000000,-0.014633,21.781085
0.430000,0.000000,-0.013843,21.786558
0.440000,0.000000,-0.012969,21.792032
0.450000,0.000000,-0.012028,21.797506
0.460000,0.000000,-0.011035,21.802980
0.470000,0.000000,-0.010007,21.808454
0.480000,0.000000,-0.008961,21.813929
0.490000,0.000000,-0.007917,21.819405
0.500000,0.000000,-0.006891,21.824880
0.510000,0.000000,-0.005901,21.830357
0.520000,0.000000,-0.004964,21.835833
0.530000,0.000000,-0.004096,21.841310
0.540000,0.000000,-0.003313,21.846788
0.550000,0.000000,-0.002626,21.852266
0.560000,0.000000,-0.002049,21.857745
0.570000,0.000000,-0.001592,21.863225
0.580000,0.000000,-0.001261,21.868704
0.590000,0.000000,-0.001062,21.874185
0.600000,0.000000,-0.001000,21.879666
0.610000,0.000000,-0.001075,21.885148
0.620000,0.000000,-0.001286,21.890630
0.630000,0.000000,-0.001628,21.896113
0.640000,0.000000,-0.002098,21.901597
0.650000,0.000000,-0.002685,21.907081
0.660000,0.000000,-0.003381,21.912566
0.670000,0.000000,-0.004173,21.918052
0.680000,0.000000,-0.005047,21.923539
0.690000,0.000000,-0.005990,21.929026
0.700000,0.000000,-0.006984,21.934514
0.710000,0.000000,-0.008012,21.940003
0.720000,0.000000,-0.009058,21.945493
0.730000,0.000000,-0.010102,21.950983
0.740000,0.000000,-0.011128,21.956474
0.750000,0.000000,-0.012117,21.961967
0.760000,0.000000,-0.013053,21.967460
0.770000,0.000000,-0.013919,21.972954
0.780000,0.000000,-0.014701,21.978449
0.790000,0.000000,-0.015385,21.983944
0.800000,0.000000,-0.015960,21.989441
0.810000,0.000000,-0.016416,21.994939
0.820000,0.000000,-0.016744,22.000438
0.830000,0.000000,-0.016940,22.005937
0.840000,0.000000,-0.017000,22.011438
0.850000,0.000000,-0.016922,22.016940
0.860000,0.000000,-0.016709,22.022442
0.870000,0.000000,-0.016364,22.027946
0.880000,0.000000,-0.015893,22.033451
0.890000,0.000000,-0.015303,22.038957
0.900000,0.000000,-0.014606,22.044464
0.910000,0.000000,-0.013812,22.049972
0.920000,0.000000,-0.012936,22.055481
0.930000,0.000000,-0.011992,22.060992
0.940000,0.000000,-0.010998,22.066503
0.950000,0.000000,-0.009969,22.072016
0.960000,0.000000,-0.008923,22.077530
0.970000,0.000000,-0.007879,22.083045
0.980000,0.000000,-0.006854,22.088562
0.990000,0.000000,-0.005865,22.094079
1.000000,1.000000,-0.004931,22.099598
1.010000,1.001600,-0.004066,22.105119
1.020000,1.003200,-0.003286,22.110640
1.030000,1.004800,-0.002603,22.116163
1.040000,1.006399,-0.002030,22.121687
1.050000,1.007998,-0.001577,22.127212
