time,command,response,temperature
0.000000,0.000000,-0.021000,21.247318
0.010000,0.000000,-0.020066,21.253226
0.020000,0.000000,-0.019145,21.259132
0.030000,0.000000,-0.018249,21.265035
0.040000,0.000000,-0.017391,21.270936
0.050000,0.000000,-0.016582,21.276834
0.060000,0.000000,-0.015834,21.282730
0.070000,0.000000,-0.015156,21.288623
0.080000,0.000000,-0.014558,21.294514
0.090000,0.000000,-0.014049,21.300403
0.100000,0.000000,-0.013634,21.306288
0.110000,0.000000,-0.013320,21.312172
0.120000,0.000000,-0.013111,21.318053
0.130000,0.000000,-0.013010,21.323931
0.140000,0.000000,-0.013018,21.329807
0.150000,0.000000,-0.013135,21.335680
0.160000,0.000000,-0.013360,21.341551
0.170000,0.000000,-0.013689,21.347419
0.180000,0.000000,-0.014119,21.353285
0.190000,0.000000,-0.014642,21.359148
0.200000,0.000000,-0.015252,21.365008
0.210000,0.000000,-0.015941,21.370866
0.220000,0.000000,-0.016699,21.376721
0.230000,0.000000,-0.017516,21.382574
0.240000,0.000000,-0.018380,21.388424
0.250000,0.000000,-0.019281,21.394271
0.260000,0.000000,-0.020205,21.400116
0.270000,0.000000,-0.021139,21.405958
0.280000,0.000000,-0.022072,21.411797
0.290000,0.000000,-0.022990,21.417634
0.300000,0.000000,-0.023881,21.423468
0.310000,0.000000,-0.024733,21.429300
0.320000,0.000000,-0.025533,21.435129
0.330000,0.000000,-0.026272,21.440955
0.340000,0.000000,-0.026938,21.446778
0.350000,0.000000,-0.027523,21.452599
0.360000,0.000000,-0.028019,21.458417
0.370000,0.000000,-0.028419,21.464233
0.380000,0.000000,-0.028718,21.470045
0.390000,0.000000,-0.028911,21.475855
0.400000,0.000000,-0.028996,21.481663
0.410000,0.000000,-0.028971,21.487467
0.420000,0.000000,-0.028838,21.493269
0.430000,0.000000,-0.028597,21.499068
0.440000,0.000000,-0.028253,21.504864
0.450000,0.000000,-0.027809,21.510658
0.460000,0.000000,-0.027273,21.516449
0.470000,0.000000,-0.026650,21.522237
0.480000,0.000000,-0.025950,21.528022
0.490000,0.000000,-0.025183,21.533805
0.500000,0.000000,-0.024358,21.539585
0.510000,0.000000,-0.023488,21.545362
0.520000,0.000000,-0.022583,21.551136
0.530000,0.000000,-0.021657,21.556907
0.540000,0.000000,-0.020722,21.562676
0.550000,0.000000,-0.019790,21.568442
0.560000,0.000000,-0.018875,21.574205
0.570000,0.000000,-0.017989,21.579965
0.580000,0.000000,-0.017145,21.585723
0.590000,0.000000,-0.016353,21.591477
0.600000,0.000000,-0.015625,21.597229
0.610000,0.000000,-0.014970,21.602978
0.620000,0.000000,-0.014397,21.608724
0.630000,0.000000,-0.013915,21.614468
0.640000,0.000000,-0.013530,21.620208
0.650000,0.000000,-0.013247,21.625946
0.660000,0.000000,-0.013070,21.631681
0.670000,0.000000,-0.013001,21.637413
0.680000,0.000000,-0.013042,21.643142
0.690000,0.000000,-0.013191,21.648869
0.700000,0.000000,-0.013447,21.654592
0.710000,0.000000,-0.013807,21.660313
0.720000,0.000000,-0.014265,21.666031
0.730000,0.000000,-0.014815,21.671746
0.740000,0.000000,-0.015449,21.677458
0.750000,0.000000,-0.016160,21.683167
0.760000,0.000000,-0.016937,21.688873
0.770000,0.000000,-0.017769,21.694577
0.780000,0.000000,-0.018645,21.700278
0.790000,0.000000,-0.019554,21.705976
0.800000,0.000000,-0.020482,21.711670
0.810000,0.000000,-0.021418,21.717363
0.820000,0.000000,-0.022347,21.723052
0.830000,0.000000,-0.023259,21.728738
0.840000,0.000000,-0.024139,21.734422
0.850000,0.000000,-0.024977,21.740102
0.860000,0.000000,-0.025760,21.745780
0.870000,0.000000,-0.026478,21.751455
0.880000,0.000000,-0.027121,21.757127
0.890000,0.000000,-0.027680,21.762796
0.900000,0.000000,-0.028149,21.768462
0.910000,0.000000,-0.028519,21.774125
0.920000,0.000000,-0.028786,21.779786
0.930000,0.000000,-0.028948,21.785443
0.940000,0.000000,-0.029000,21.791098
0.950000,0.000000,-0.028943,21.796750
0.960000,0.000000,-0.028777,21.802399
0.970000,0.000000,-0.028506,21.808045
0.980000,0.000000,-0.028131,21.813688
0.990000,0.000000,-0.027659,21.819328
1.000000,1.000000,-0.027096,21.824966
1.010000,1.001600,-0.026449,21.830600
1.020000,1.003200,-0.025728,21.836232
1.030000,1.004800,-0.024943,21.841861
1.040000,1.006399,-0.024103,21.847487
1.050000,1.007998,-0.023221,21.853110
1.060000,1.009596,-0.022309,21.858730
1.070000,1.011194,-0.020160,21.864347
1.080000,1.012791,-0.013140,21.869962
1.090000,1.014388,-0.006149,21.875573
1.100000,1.015983,0.000801,21.881182
1.110000,1.017577,0.007699,21.886788
1.120000,1.019171,0.014532,21.892391
1.130000,1.020763,0.021289,21.897991
1.140000,1.022353,0.027959,21.903588
