time,command,response,temperature
0.000000,0.000000,-0.015000,21.432744
0.010000,0.000000,-0.014011,21.438343
0.020000,0.000000,-0.013036,21.443939
0.030000,0.000000,-0.012092,21.449533
0.040000,0.000000,-0.011193,21.455124
0.050000,0.000000,-0.010352,21.460712
0.060000,0.000000,-0.009582,21.466298
0.070000,0.000000,-0.008896,21.471882
0.080000,0.000000,-0.008303,21.477463
0.090000,0.000000,-0.007813,21.483041
0.100000,0.000000,-0.007434,21.488617
0.110000,0.000000,-0.007170,21.494190
0.120000,0.000000,-0.007027,21.499760
0.130000,0.000000,-0.007007,21.505328
0.140000,0.000000,-0.007109,21.510894
0.150000,0.000000,-0.007332,21.516457
0.160000,0.000000,-0.007673,21.522018
0.170000,0.000000,-0.008127,21.527576
0.180000,0.000000,-0.008686,21.533131
0.190000,0.000000,-0.009342,21.538685
0.200000,0.000000,-0.010085,21.544235
0.210000,0.000000,-0.010903,21.549783
0.220000,0.000000,-0.011785,21.555329
0.230000,0.000000,-0.012716,21.560873
0.240000,0.000000,-0.013681,21.566413
0.250000,0.000000,-0.014667,21.571952
0.260000,0.000000,-0.015659,21.577488
0.270000,0.000000,-0.016640,21.583022
0.280000,0.000000,-0.017595,21.588553
0.290000,0.000000,-0.018511,21.594082
0.300000,0.000000,-0.019374,21.599608
0.310000,0.000000,-0.020168,21.605132
0.320000,0.000000,-0.020884,21.610654
0.330000,0.000000,-0.021509,21.616174
0.340000,0.000000,-0.022034,21.621691
0.350000,0.000000,-0.022452,21.627206
0.360000,0.000000,-0.022754,21.632718
0.370000,0.000000,-0.022938,21.638228
0.380000,0.000000,-0.023000,21.643736
0.390000,0.000000,-0.022939,21.649242
0.400000,0.000000,-0.022756,21.654745
0.410000,0.000000,-0.022454,21.660246
0.420000,0.000000,-0.022037,21.665745
0.430000,0.000000,-0.021513,21.671242
0.440000,0.000000,-0.020888,21.676736
0.450000,0.000000,-0.020173,21.682228
0.460000,0.000000,-0.019379,21.687718
0.470000,0.000000,-0.018517,21.693206
